content_type,creator_category,account_type,has_call_to_action,description_length,hashtags,followers,account_age_months,historical_avg_views,historical_engagement_rate,posting_hour,day_of_week,expected_views,expected_engagement_rate,performance_score,performance_category
reel,Food,creator,0,162,13,6912,13.9,1697,5.01,13,Saturday,6313,4.53,68.7,Medium
carousel,Comedy,creator,0,125,7,401,6.9,42,2.71,6,Saturday,448,2.03,7.9,Low
reel,Fashion,creator,0,160,5,831,5.1,202,6.64,19,Friday,1401,6.32,59.6,Medium
carousel,Photography,brand,0,87,7,3399,7.9,1270,3.75,11,Wednesday,2124,5.4,61.2,Medium
reel,Fitness,creator,1,130,8,16643,17.7,2391,1.27,20,Wednesday,4024,1.96,42.0,Medium
reel,Beauty,brand,1,160,7,9910,11.8,3539,7.8,15,Sunday,6311,6.42,82.3,High
carousel,Beauty,creator,0,83,2,2095,12.8,76,5.2,11,Sunday,455,2.99,14.8,Low
image,Lifestyle,creator,0,119,4,771,1.1,286,5.27,10,Tuesday,616,4.83,34.8,Low
image,Fitness,creator,1,93,9,23626,10.1,2259,3.23,23,Tuesday,4009,4.03,58.5,Medium
image,Travel,creator,0,228,9,25745,1.0,5060,0.1,14,Saturday,8394,0.61,45.7,Medium
reel,Photography,creator,0,101,5,3500,20.5,406,6.52,6,Friday,1156,6.01,54.6,Medium
reel,Fitness,brand,0,109,3,20690,12.7,709,1.85,8,Tuesday,2078,1.6,30.3,Low
image,Music,brand,1,106,8,645,10.0,45,5.76,5,Monday,585,4.44,30.5,Low
reel,Fashion,brand,1,228,7,10023,9.1,3931,5.99,1,Thursday,5969,6.14,80.4,High
image,Fashion,brand,0,143,8,4393,23.8,376,2.85,6,Friday,709,1.42,10.3,Low
image,Photography,creator,1,69,8,593,16.7,30,0.1,7,Wednesday,256,0.57,1.1,Low
carousel,Photography,creator,1,94,5,29383,19.0,5565,5.4,10,Wednesday,6292,4.62,69.5,High
image,Technology,brand,1,105,8,7266,26.5,1732,0.69,17,Sunday,3392,3.48,51.1,Medium
image,Technology,creator,1,130,9,35065,6.1,2728,2.78,15,Tuesday,4963,3.54,56.6,Medium
carousel,Lifestyle,brand,0,124,8,4558,21.7,586,4.79,4,Sunday,1767,5.53,59.0,Medium
reel,Music,creator,0,176,7,6100,13.0,1595,2.1,23,Friday,3145,3.45,49.7,Medium
image,Fashion,creator,0,84,3,14530,17.5,3219,4.72,11,Tuesday,2281,4.44,54.1,Medium
carousel,Lifestyle,brand,1,216,6,448,12.9,147,2.09,23,Monday,782,5.02,40.5,Medium
image,Music,brand,0,154,11,710,15.4,80,4.2,3,Monday,562,4.44,30.0,Low
image,Travel,brand,0,51,5,326,18.8,34,2.17,16,Wednesday,237,2.64,10.2,Low
carousel,Fitness,creator,0,41,5,2408,13.8,192,6.32,2,Saturday,1514,4.74,49.9,Medium
carousel,Food,creator,0,43,6,45784,24.0,15164,8.04,21,Sunday,40853,8.22,97.6,High
reel,Fitness,creator,1,152,5,34852,7.2,5350,1.48,17,Saturday,15249,2.13,55.8,Medium
carousel,Photography,brand,0,146,6,56190,12.3,14750,6.79,11,Wednesday,8744,5.66,81.4,High
reel,Technology,brand,0,124,5,4647,7.2,651,2.19,6,Saturday,2044,1.89,31.4,Low
image,Technology,creator,1,139,7,1179,30.7,198,5.85,8,Friday,613,6.33,45.1,Medium
reel,Lifestyle,brand,0,171,5,4404,23.3,1285,5.22,11,Monday,2177,4.61,54.9,Medium
image,Music,creator,0,70,11,1225,7.9,116,1.75,3,Monday,458,3.12,15.9,Low
reel,Lifestyle,creator,0,85,5,613,16.9,290,6.03,19,Monday,1659,8.34,67.2,Medium
image,Technology,creator,0,136,6,58429,19.6,14456,2.29,2,Saturday,9488,1.97,51.4,Medium
carousel,Fitness,brand,0,175,4,10306,16.6,1567,0.1,14,Wednesday,3402,2.63,44.2,Medium
carousel,Food,creator,1,108,5,708,19.0,50,5.18,16,Monday,1656,5.68,58.9,Medium
image,Travel,brand,0,118,6,3484,0.0,325,1.45,18,Monday,993,3.47,30.1,Low
reel,Fitness,brand,1,186,6,1587,4.5,99,4.59,5,Friday,825,2.7,20.4,Low
image,Fashion,brand,1,184,9,2513,17.3,653,3.33,8,Wednesday,835,3.06,23.3,Low
reel,Music,creator,0,167,5,4724,0.0,1817,4.67,14,Thursday,2716,5.36,64.8,Medium
image,Beauty,brand,0,140,7,16243,10.8,1794,2.31,12,Sunday,2666,2.91,42.5,Medium
reel,Travel,creator,0,97,6,412,4.1,32,6.33,9,Tuesday,911,5.19,44.5,Medium
reel,Food,creator,0,120,6,126902,20.3,6627,2.58,17,Sunday,46129,3.3,68.7,Medium
reel,Photography,creator,1,44,0,587,4.0,30,0.74,19,Tuesday,406,3.36,17.3,Low
image,Music,creator,1,25,6,7239,14.7,1960,9.12,10,Saturday,3934,8.28,80.6,High
image,Comedy,creator,1,126,9,15634,11.6,3678,5.96,6,Thursday,4584,4.32,62.9,Medium
carousel,Fitness,creator,0,143,8,671,17.8,146,1.81,18,Sunday,1451,4.41,46.0,Medium
image,Fitness,brand,1,114,8,3066,5.1,487,6.02,13,Sunday,1485,4.05,43.0,Medium
image,Fashion,brand,1,87,3,44925,25.4,6130,3.76,12,Wednesday,9758,4.89,76.4,High
reel,Music,creator,0,127,7,282,20.6,30,4.3,1,Tuesday,817,3.68,28.6,Low
carousel,Music,creator,0,96,8,8711,5.6,647,4.87,5,Thursday,2827,4.23,55.5,Medium
reel,Technology,creator,0,166,6,1976,16.4,791,4.35,2,Wednesday,2112,3.45,43.4,Medium
carousel,Food,creator,1,152,7,119093,10.7,25713,2.19,8,Tuesday,68764,2.84,65.6,Medium
reel,Food,creator,0,154,3,2690,13.6,439,5.99,15,Thursday,1306,6.43,58.8,Medium
carousel,Lifestyle,brand,0,155,6,7630,17.1,1394,5.06,9,Sunday,2220,5.22,60.7,Medium
carousel,Travel,brand,0,113,12,8427,8.3,1380,3.56,8,Saturday,4908,3.29,54.1,Medium
reel,Lifestyle,creator,0,76,5,10417,31.6,2413,2.04,19,Thursday,4242,3.51,54.4,Medium
carousel,Fitness,creator,1,154,8,3198,16.1,476,3.9,10,Wednesday,1281,2.96,30.4,Low
carousel,Photography,brand,1,74,5,5500,0.0,728,5.15,3,Wednesday,1284,3.79,37.9,Low
image,Beauty,creator,1,97,6,1246,18.5,291,2.79,0,Saturday,702,2.82,18.3,Low
image,Comedy,creator,0,176,4,1534,29.8,160,3.45,19,Thursday,602,6.4,45.2,Medium
reel,Music,brand,0,197,5,79366,21.5,5973,2.52,22,Saturday,16821,4.41,75.5,High
reel,Fashion,creator,0,129,4,126101,27.4,24490,5.43,6,Tuesday,49588,5.0,84.8,High
reel,Fashion,brand,1,12,6,23153,13.5,2948,4.04,22,Friday,6421,3.75,61.7,Medium
image,Technology,brand,0,60,7,3288,24.0,926,5.05,19,Saturday,1757,5.3,57.3,Medium
reel,Photography,brand,0,37,7,242216,14.9,83943,2.43,17,Monday,99133,5.48,89.4,High
carousel,Technology,creator,1,163,5,3698,17.2,1009,5.02,4,Tuesday,2089,6.51,67.4,Medium
image,Fashion,creator,0,152,5,668,15.1,79,2.71,1,Monday,437,1.5,5.2,Low
image,Music,creator,0,40,9,36431,17.2,8463,4.95,19,Sunday,10149,4.32,71.3,High
image,Beauty,creator,0,212,3,5616,8.0,1259,0.34,19,Sunday,1409,2.18,26.6,Low
image,Lifestyle,brand,1,101,6,4807,10.1,795,5.89,13,Thursday,1379,5.05,51.1,Medium
reel,Comedy,brand,0,117,4,13687,19.3,3089,5.52,18,Tuesday,8065,7.47,87.9,High
carousel,Lifestyle,brand,0,184,9,845,8.2,140,1.27,0,Friday,843,2.93,22.5,Low
image,Technology,creator,0,166,7,3002,19.6,1085,6.21,18,Thursday,1941,5.78,62.4,Medium
carousel,Travel,creator,0,79,4,2584,23.7,960,5.08,9,Thursday,1282,5.49,53.0,Medium
image,Photography,creator,0,75,2,1849,21.4,350,6.11,1,Thursday,999,4.18,36.9,Low
image,Technology,creator,0,156,4,24060,16.5,1957,2.95,9,Sunday,3353,3.64,52.4,Medium
carousel,Beauty,creator,0,88,14,1756,7.1,174,0.87,6,Wednesday,709,1.23,9.6,Low
reel,Music,creator,0,108,10,576,7.4,131,4.08,5,Saturday,650,2.85,17.4,Low
carousel,Comedy,creator,0,153,6,3481,22.7,1300,2.71,21,Friday,3106,5.43,67.5,Medium
carousel,Fashion,creator,0,181,8,17690,13.4,1754,2.41,13,Sunday,7569,2.32,51.5,Medium
image,Fashion,brand,0,208,3,27045,18.7,1174,4.46,6,Monday,1823,4.59,51.7,Medium
carousel,Travel,creator,1,71,10,414763,11.1,72422,4.2,14,Saturday,120009,4.78,83.9,High
image,Technology,brand,0,92,6,9184,9.2,2993,3.8,7,Tuesday,2747,2.72,41.6,Medium
carousel,Lifestyle,brand,1,123,5,22733,6.1,2754,3.33,20,Saturday,5913,3.22,55.7,Medium
carousel,Technology,brand,1,95,2,27390,39.5,3649,2.63,3,Thursday,6779,4.34,67.7,Medium
reel,Travel,brand,0,121,9,4599,11.2,1763,3.59,19,Monday,4224,5.03,68.6,Medium
image,Travel,creator,0,110,7,35359,15.5,13693,7.85,10,Monday,17256,5.85,87.6,High
reel,Photography,creator,1,82,6,3926,12.3,726,1.5,5,Monday,1936,1.78,29.9,Low
reel,Comedy,brand,0,121,5,165416,21.0,37237,5.47,6,Wednesday,142666,4.17,78.2,High
image,Photography,brand,0,146,7,1327,32.2,311,6.6,15,Saturday,1337,8.79,63.5,Medium
image,Lifestyle,brand,0,119,5,16227,3.8,1084,4.6,5,Thursday,2904,2.85,43.4,Medium
image,Fashion,creator,0,79,5,1611,16.1,726,5.07,0,Saturday,1302,4.97,49.3,Medium
image,Music,creator,0,172,5,36371,13.4,9368,6.06,18,Wednesday,15005,7.23,92.3,High
reel,Beauty,creator,1,23,7,1149,14.0,115,2.94,7,Tuesday,655,3.77,25.7,Low
reel,Food,creator,0,164,7,200,11.8,33,3.13,23,Saturday,882,6.41,51.5,Medium
carousel,Travel,brand,1,115,5,16627,16.9,4338,4.46,20,Thursday,8301,5.2,77.6,High
carousel,Travel,creator,0,119,6,6832,19.7,476,1.06,13,Sunday,1643,2.14,29.0,Low
image,Technology,creator,0,32,5,725,12.2,347,3.95,0,Friday,690,4.2,30.5,Low
reel,Beauty,creator,0,128,8,474,16.8,62,0.74,16,Friday,859,4.24,34.8,Low
reel,Food,brand,1,51,6,5239,11.4,678,3.72,16,Sunday,3903,5.0,67.3,Medium
reel,Photography,brand,1,116,8,277,8.4,41,6.55,22,Sunday,886,4.18,34.7,Low
reel,Lifestyle,brand,1,24,7,83924,0.0,11745,3.78,10,Monday,28455,2.4,60.3,Medium
reel,Comedy,brand,1,191,7,18766,12.1,2656,2.5,23,Monday,5317,2.63,49.9,Medium
reel,Lifestyle,brand,1,57,4,2064,25.3,138,2.79,9,Wednesday,709,3.31,22.6,Low
image,Fitness,creator,0,170,1,8146,18.4,1716,2.83,21,Thursday,1234,4.2,41.0,Medium
reel,Fitness,brand,0,132,8,2369,18.5,348,5.35,3,Tuesday,1551,4.03,43.6,Medium
image,Fitness,creator,1,148,9,26273,8.8,3410,5.62,21,Sunday,10278,3.25,61.4,Medium
carousel,Fitness,brand,0,121,4,2105,0.0,343,6.01,2,Tuesday,671,2.45,14.9,Low
reel,Comedy,creator,0,82,4,3726,16.2,325,2.78,13,Thursday,1798,3.88,44.8,Medium
reel,Technology,brand,0,140,7,7432,26.2,1093,3.71,1,Monday,3719,1.07,37.3,Low
reel,Music,creator,0,103,4,611,0.0,142,6.5,15,Wednesday,1140,6.44,56.4,Medium
reel,Food,creator,1,157,9,12942,18.2,1876,4.44,7,Sunday,5937,4.85,71.0,High
image,Comedy,creator,0,163,13,18216,0.0,2255,6.42,0,Wednesday,2666,6.65,71.8,High
reel,Photography,brand,1,142,1,3925,0.0,955,6.22,19,Monday,2137,7.8,71.0,High
reel,Fashion,creator,0,119,6,368,17.8,54,4.86,11,Wednesday,819,5.17,42.5,Medium
image,Fashion,creator,0,179,6,56099,2.5,11466,0.1,15,Saturday,12379,0.79,49.1,Medium
image,Photography,brand,0,131,7,1996,6.6,992,5.31,2,Friday,726,4.43,33.5,Low
image,Technology,brand,0,151,6,20111,17.5,4259,0.79,5,Wednesday,6344,3.04,54.9,Medium
image,Beauty,brand,1,108,5,1489,16.6,1234,3.99,22,Monday,2715,3.68,49.7,Medium
carousel,Photography,brand,0,185,7,3189,0.0,372,5.12,11,Thursday,1325,4.28,43.1,Medium
image,Photography,creator,1,56,1,4082,14.8,436,5.49,9,Sunday,1222,5.01,48.4,Medium
reel,Lifestyle,brand,1,44,5,46181,0.8,11265,1.18,18,Saturday,35871,3.98,74.4,High
image,Photography,brand,1,150,3,25526,24.3,3581,4.6,8,Wednesday,6563,4.95,73.1,High
reel,Technology,creator,1,177,4,427,9.5,62,2.85,19,Saturday,601,4.72,33.6,Low
carousel,Fitness,brand,1,140,8,7522,22.7,1589,3.89,10,Tuesday,4529,3.74,57.5,Medium
image,Beauty,creator,0,133,9,33977,11.8,3649,4.79,2,Thursday,6055,5.25,74.7,High
reel,Food,brand,0,66,6,12269,20.6,1252,1.8,15,Tuesday,2576,2.94,42.2,Medium
reel,Fashion,creator,0,97,5,9927,14.3,3597,3.26,7,Wednesday,8983,3.41,61.6,Medium
reel,Food,creator,0,115,8,6536,17.9,169,1.88,15,Thursday,1930,3.11,38.9,Low
image,Travel,creator,0,51,7,99467,7.9,13855,5.75,1,Wednesday,17449,3.26,65.0,Medium
reel,Beauty,brand,1,65,4,43194,11.1,13088,5.82,9,Saturday,23976,6.61,92.7,High
image,Food,creator,1,158,11,1652,31.5,164,3.71,6,Tuesday,627,4.73,34.2,Low
reel,Fitness,creator,0,153,12,1100,13.8,122,4.87,7,Friday,601,4.99,36.0,Low
image,Fashion,creator,1,110,7,8869,10.3,4656,6.14,22,Tuesday,6872,6.14,81.9,High
reel,Fashion,brand,0,133,6,2122,12.9,797,5.16,22,Sunday,2854,5.92,69.5,High
reel,Food,creator,0,134,5,68089,29.2,9198,5.01,11,Tuesday,21652,3.6,69.2,High
reel,Photography,creator,0,182,5,4063,11.3,389,3.71,23,Friday,1072,3.91,35.8,Low
reel,Photography,creator,0,174,6,13986,14.1,3382,4.96,17,Thursday,6876,6.12,81.8,High
image,Photography,creator,0,128,4,2276,5.1,390,4.37,6,Tuesday,926,2.82,23.3,Low
reel,Fitness,creator,0,113,9,200,13.9,58,6.12,1,Tuesday,730,5.63,43.8,Medium
reel,Music,brand,0,150,3,208922,18.5,6210,4.88,14,Tuesday,17104,3.6,68.1,Medium
carousel,Fashion,creator,1,162,2,3369,20.3,268,3.66,5,Tuesday,1433,2.09,26.3,Low
reel,Photography,brand,0,125,3,10045,20.0,1596,6.0,1,Wednesday,2862,4.17,55.0,Medium
image,Fitness,brand,1,114,4,2053,22.2,155,4.37,4,Monday,632,3.5,22.6,Low
carousel,Music,brand,1,149,6,3431,19.1,386,0.99,22,Saturday,1329,2.29,26.1,Low
carousel,Technology,creator,0,142,7,8970,9.3,1756,5.0,1,Thursday,1713,3.14,37.1,Low
image,Comedy,brand,0,184,9,5088,0.0,1275,1.0,19,Thursday,2288,3.48,45.2,Medium
reel,Lifestyle,creator,0,162,8,49768,13.7,4317,3.65,13,Wednesday,11964,3.84,68.0,Medium
reel,Beauty,brand,1,94,8,33824,8.2,4382,5.61,5,Wednesday,8106,4.36,69.6,High
image,Lifestyle,brand,0,57,1,466,19.0,164,1.94,1,Monday,381,2.12,7.4,Low
carousel,Photography,brand,0,83,6,18076,6.0,2272,2.58,5,Saturday,2948,4.13,55.2,Medium
image,Food,brand,1,156,6,69834,0.0,19123,7.08,20,Friday,19330,7.63,94.3,High
carousel,Beauty,brand,0,136,2,1438269,14.6,142076,1.36,19,Monday,329997,1.39,57.9,Medium
reel,Photography,creator,1,112,2,14551,5.7,3917,6.98,19,Monday,13036,7.39,91.7,High
image,Lifestyle,creator,1,105,5,1032,12.9,85,0.1,8,Friday,758,1.67,12.6,Low
image,Music,brand,0,137,12,32614,16.3,5917,0.1,14,Thursday,6605,0.85,43.8,Medium
reel,Technology,brand,1,130,8,23732,18.2,3677,4.61,4,Monday,5545,3.48,57.3,Medium
reel,Beauty,brand,0,163,8,3680,0.0,704,3.65,15,Saturday,2009,4.83,55.6,Medium
carousel,Food,brand,1,178,4,8381,37.6,906,2.64,21,Sunday,3596,4.25,59.3,Medium
image,Music,brand,1,139,4,89487,,16385,5.05,0,Wednesday,25976,3.2,66.2,Medium
image,Technology,creator,0,136,4,3118,15.8,390,2.53,5,Tuesday,1044,2.05,20.2,Low
carousel,Fitness,creator,0,161,7,6515,21.5,806,4.55,0,Sunday,1829,6.68,65.8,Medium
reel,Beauty,creator,1,10,4,6491,11.7,524,3.88,3,Thursday,1101,4.59,42.7,Medium
reel,Comedy,creator,1,148,4,6050,10.7,2194,3.18,18,Thursday,5482,6.45,80.8,High
carousel,Photography,creator,0,136,11,6098,9.8,418,3.54,4,Friday,1420,1.03,21.8,Low
image,Fitness,brand,1,60,8,44509,26.5,3470,4.22,4,Thursday,4527,4.24,62.1,Medium
carousel,Fitness,creator,0,104,4,36263,7.1,4712,4.78,5,Sunday,8933,3.2,59.8,Medium
reel,Comedy,creator,1,95,5,745,12.9,97,2.41,4,Monday,790,2.63,19.2,Low
reel,Lifestyle,brand,0,137,6,237371,13.6,48599,5.59,20,Wednesday,143493,6.65,96.1,High
carousel,Fitness,creator,0,91,10,13952,7.6,4544,4.17,11,Thursday,4565,5.04,69.7,High
carousel,Fashion,brand,0,67,5,409,10.5,30,3.48,16,Friday,517,4.65,31.2,Low
carousel,Comedy,creator,1,176,3,41784,14.4,5071,4.3,10,Sunday,7233,2.91,55.4,Medium
reel,Comedy,brand,0,133,3,200,15.5,30,3.22,16,Thursday,642,5.22,38.8,Low
image,Comedy,creator,1,205,5,6776,17.5,408,2.4,17,Monday,854,4.42,36.3,Low
carousel,Photography,creator,0,104,6,8619,28.4,703,4.21,15,Tuesday,2077,5.04,58.1,Medium
image,Lifestyle,creator,1,132,8,8103,14.8,355,2.58,5,Friday,759,2.6,18.2,Low
image,Technology,brand,0,129,10,5352,0.0,1274,2.56,17,Saturday,1160,3.0,28.9,Low
image,Fitness,creator,0,211,5,24107,14.4,7130,2.76,10,Tuesday,7238,3.36,59.3,Medium
carousel,Food,creator,0,65,9,1468,23.4,153,5.18,6,Wednesday,1026,3.0,26.5,Low
reel,Food,creator,1,80,4,15200,12.9,2334,2.75,18,Monday,7952,4.84,74.0,High
image,Lifestyle,creator,0,129,5,3488,4.9,495,1.72,15,Friday,1560,2.75,32.4,Low
image,Food,creator,1,136,0,3495,7.3,313,2.79,22,Friday,935,3.15,26.1,Low
reel,Comedy,creator,0,104,4,6997,20.9,1903,3.1,1,Monday,4478,2.57,47.3,Medium
reel,Fitness,brand,0,145,11,1908,12.5,69,6.2,11,Friday,964,6.17,52.0,Medium
carousel,Travel,creator,0,55,4,10100,4.3,2104,5.16,19,Sunday,4260,7.23,80.3,High
reel,Beauty,creator,0,146,3,5896,25.7,880,7.7,6,Wednesday,2129,7.34,70.2,High
carousel,Lifestyle,brand,0,119,5,7619,19.0,1460,4.32,3,Saturday,1576,3.65,40.3,Medium
image,Food,creator,0,178,11,2197,16.3,115,1.2,4,Sunday,401,0.1,1.4,Low
reel,Fashion,creator,1,133,5,4469,23.3,210,4.63,0,Thursday,1335,4.3,43.4,Medium
image,Music,brand,1,113,6,3640,27.3,352,2.04,5,Wednesday,1317,2.44,27.0,Low
image,Comedy,creator,0,139,4,1592,29.3,216,1.85,1,Sunday,760,2.72,19.1,Low
image,Photography,brand,0,101,7,13178,,1782,6.99,21,Saturday,3633,7.71,79.0,High
carousel,Photography,brand,1,137,6,27793,8.0,727,2.85,13,Monday,2918,2.62,41.8,Medium
image,Fashion,brand,0,119,6,970,10.7,257,7.18,23,Saturday,1071,7.22,57.8,Medium
carousel,Comedy,creator,0,85,10,3784,6.2,376,4.75,17,Sunday,1324,5.34,52.5,Medium
carousel,Fitness,brand,0,197,9,12959,13.4,2275,1.67,4,Saturday,5424,1.32,42.8,Medium
carousel,Fitness,creator,1,76,2,14873,14.8,2933,4.11,3,Wednesday,9260,2.94,57.8,Medium
carousel,Comedy,creator,1,81,4,2765,3.4,343,0.92,14,Monday,1164,1.58,20.0,Low
carousel,Fitness,creator,0,153,4,1894,0.0,128,1.65,22,Sunday,929,2.59,21.7,Low
image,Food,brand,1,172,5,116190,24.4,4566,1.83,2,Monday,11306,2.47,55.9,Medium
carousel,Travel,creator,1,169,7,46669,9.2,3694,0.1,21,Sunday,14665,1.13,51.2,Medium
reel,Music,brand,1,45,8,36346,19.7,8875,2.33,18,Sunday,16205,5.41,84.1,High
reel,Lifestyle,brand,1,130,4,1781,34.8,275,3.34,3,Wednesday,1190,1.72,21.0,Low
carousel,Music,creator,0,91,6,3903,20.1,1453,7.34,11,Sunday,5612,6.51,81.3,High
carousel,Technology,brand,1,176,5,4546,29.4,2167,5.87,13,Friday,2285,4.88,58.4,Medium
image,Comedy,creator,1,19,13,17845,16.8,831,1.62,18,Friday,2791,3.42,47.6,Medium
carousel,Photography,creator,0,176,5,12321,0.0,415,4.4,22,Sunday,1284,5.93,56.0,Medium
reel,Fashion,brand,0,66,4,1412,13.9,108,1.22,17,Wednesday,692,2.42,15.2,Low
reel,Photography,creator,0,187,4,8887,1.1,1308,3.85,11,Saturday,2724,5.48,65.8,Medium
reel,Beauty,creator,0,164,8,3600,2.0,323,7.18,18,Monday,2354,7.68,72.4,High
reel,Fashion,brand,1,90,7,200,14.1,35,1.25,14,Tuesday,1372,1.59,23.0,Low
image,Photography,brand,0,188,3,1522,12.3,262,5.7,16,Friday,476,4.71,31.1,Low
carousel,Comedy,brand,0,176,11,350,29.5,30,8.83,20,Saturday,499,7.44,46.4,Medium
reel,Lifestyle,brand,0,100,11,8025,1.3,2802,6.16,17,Tuesday,4137,8.69,81.5,High
image,Photography,creator,0,58,7,8543,11.4,654,3.13,21,Monday,1167,3.23,31.0,Low
carousel,Photography,creator,1,125,11,7872,12.1,1356,2.91,3,Wednesday,3256,1.3,36.1,Low
carousel,Fitness,creator,0,116,8,4175,0.0,557,5.33,22,Tuesday,1537,4.03,43.4,Medium
carousel,Fashion,brand,0,130,8,6233,18.1,562,4.52,22,Tuesday,1252,2.67,27.8,Low
carousel,Food,creator,0,198,8,3103,8.1,486,3.43,0,Wednesday,1430,2.44,28.6,Low
carousel,Fashion,creator,0,146,3,12238,0.0,2436,5.7,8,Wednesday,6407,4.36,67.3,Medium
image,Fashion,brand,1,131,5,6030,10.7,925,0.45,15,Thursday,1991,3.07,39.0,Low
carousel,Beauty,creator,0,186,3,37005,9.9,3132,5.11,19,Tuesday,8181,4.92,75.0,High
reel,Music,creator,0,106,2,33723,6.1,2598,6.32,14,Saturday,7320,5.85,81.1,High
reel,Lifestyle,brand,0,66,9,2024,15.6,761,4.3,6,Thursday,2745,5.45,65.7,Medium
reel,Lifestyle,creator,0,71,5,10010,11.5,2039,1.68,23,Tuesday,4781,4.0,60.4,Medium
reel,Music,brand,0,181,4,67282,0.0,18918,2.15,12,Tuesday,17112,2.62,59.9,Medium
image,Comedy,brand,1,139,5,977,7.5,162,1.96,17,Friday,916,3.01,24.6,Low
carousel,Travel,creator,0,84,1,1797,27.1,435,1.36,3,Saturday,809,0.71,10.7,Low
image,Food,brand,1,128,5,15510,13.2,1115,4.71,10,Friday,2678,5.12,62.9,Medium
carousel,Travel,creator,1,137,8,12062,25.0,1839,1.07,15,Tuesday,4796,2.09,44.9,Medium
carousel,Comedy,brand,0,84,10,3026,25.6,229,0.1,10,Monday,909,0.1,11.7,Low
reel,Food,creator,1,112,9,103673,15.3,25909,4.31,3,Friday,23579,3.87,72.0,High
carousel,Fashion,creator,1,124,5,3142,17.5,1028,4.28,17,Saturday,2105,6.05,65.4,Medium
reel,Technology,creator,1,188,9,17741,5.1,2076,1.06,1,Wednesday,3195,1.73,37.7,Low
image,Technology,brand,0,180,5,15238,21.6,1416,4.66,14,Thursday,1665,6.3,62.5,Medium
reel,Food,brand,1,184,7,31215,18.9,5518,3.99,7,Tuesday,13351,2.84,59.9,Medium
reel,Photography,brand,0,147,15,42737,22.4,5556,0.1,10,Saturday,13547,2.26,55.8,Medium
carousel,Music,creator,1,103,5,45462,8.4,21858,4.86,6,Saturday,45177,4.43,79.2,High
reel,Technology,brand,0,53,6,616,5.4,160,3.62,3,Saturday,610,4.79,34.4,Low
carousel,Photography,creator,0,68,8,4721,1.7,540,1.94,9,Thursday,791,2.56,18.7,Low
reel,Technology,creator,0,78,5,4946,26.5,3082,6.1,23,Monday,5558,6.54,81.3,High
carousel,Food,brand,0,93,4,20768,8.8,5227,1.43,0,Thursday,12199,1.85,52.7,Medium
reel,Music,brand,1,96,4,17478,4.7,2072,3.72,6,Friday,8887,2.6,55.0,Medium
reel,Photography,creator,1,162,2,6885,18.5,1224,2.92,11,Monday,3333,2.92,46.0,Medium
carousel,Comedy,creator,1,151,7,4271,27.5,1514,7.29,7,Saturday,4068,5.86,74.2,High
carousel,Travel,brand,1,93,7,33790,24.6,7319,4.41,2,Monday,9846,3.64,64.7,Medium
carousel,Fashion,creator,0,164,5,1527,18.3,245,0.89,8,Friday,928,1.37,14.8,Low
reel,Food,creator,1,45,6,12407,16.0,952,3.57,14,Friday,3143,2.97,45.5,Medium
carousel,Fashion,brand,0,134,7,2643,18.2,206,4.63,5,Monday,1043,3.47,31.0,Low
image,Photography,creator,1,10,5,49274,19.2,5343,1.0,21,Tuesday,8479,4.3,69.5,High
carousel,Technology,brand,1,91,3,5403,22.2,654,1.79,6,Friday,767,0.81,10.0,Low
image,Comedy,brand,1,184,4,42924,7.8,2818,5.36,15,Thursday,6958,5.83,80.3,High
image,Fashion,creator,0,118,7,53913,6.7,20052,3.76,5,Wednesday,17088,3.67,68.8,Medium
carousel,Fashion,brand,0,96,8,42501,23.0,7207,5.34,1,Sunday,17418,4.63,77.9,High
image,Food,brand,1,143,10,2669,15.2,919,4.42,9,Friday,1596,5.14,54.4,Medium
carousel,Beauty,creator,0,138,8,1297,25.2,69,3.97,9,Saturday,886,4.14,34.3,Low
image,Comedy,brand,0,85,4,11811,13.5,2751,3.62,4,Saturday,2498,5.53,64.8,Medium
carousel,Food,brand,1,184,9,547,15.0,30,2.63,12,Thursday,521,2.39,11.5,Low
image,Travel,brand,0,166,10,7346,15.8,297,0.1,20,Tuesday,1108,1.61,19.2,Low
carousel,Fitness,creator,0,122,9,2339,17.4,439,4.22,17,Tuesday,1087,5.78,52.1,Medium
carousel,Photography,brand,0,125,4,4792,17.7,1520,3.44,6,Monday,1417,6.0,58.4,Medium
carousel,Fitness,creator,1,84,4,3233,16.6,136,6.16,4,Saturday,582,3.17,18.5,Low
reel,Beauty,creator,0,81,2,30198,17.8,1405,0.37,4,Saturday,4938,0.46,39.6,Medium
carousel,Technology,creator,1,164,5,3150,6.0,446,6.19,17,Monday,756,4.82,38.0,Low
image,Photography,creator,1,148,8,4493,16.0,881,6.19,8,Wednesday,1494,5.84,58.3,Medium
reel,Technology,creator,0,145,6,5576,2.6,500,1.59,9,Thursday,852,2.33,18.2,Low
reel,Travel,creator,0,161,4,5838,30.5,385,5.41,6,Saturday,1531,4.96,52.1,Medium
carousel,Fitness,creator,0,62,7,68471,2.7,15851,5.31,5,Saturday,10199,4.17,69.9,High
image,Food,creator,1,122,7,1352,26.9,313,3.24,14,Tuesday,825,3.35,25.7,Low
reel,Beauty,creator,1,164,5,1176,9.2,41,3.22,18,Thursday,639,4.05,27.9,Low
carousel,Beauty,creator,1,104,3,2691,12.2,87,4.35,3,Friday,841,1.53,13.7,Low
